10000 2
87 4 0
-87 -84 1
-2 -44 1
85 63 1
21 43 1
-84 -37 0
43 20 0
91 86 1
86 5 0
-78 35 1
55 -54 0
-98 -9 0
84 23 0
-91 1 1
61 100 1
29 3 0
78 89 0
-64 -37 1
-88 -11 1
4 53 0
-28 55 1
55 -5 1
100 58 1
-4 -47 1
-78 2 0
42 87 1
6 90 0
13 38 0
-79 -58 0
-99 64 1
-74 -7 1
69 29 0
36 0 0
-80 55 1
98 -31 0
-77 -70 1
-14 -22 0
84 -16 0
-46 -28 1
-17 25 0
37 42 0
-48 6 0
-93 -11 1
62 62 0
32 82 1
-38 57 0
-91 -42 0
-74 -15 1
-67 31 1
2 -13 1
33 -13 0
78 53 1
-55 -31 1
-53 34 1
-94 91 1
-8 -92 0
-87 -19 1
64 -80 1
-64 -77 0
67 88 0
-25 90 1
87 -11 0
66 -5 0
-85 38 1
74 24 0
-7 -40 1
38 73 0
-61 24 0
97 -84 0
-74 -61 0
-78 -15 0
74 -68 1
-39 96 1
-94 35 0
25 39 1
67 4 0
95 30 1
74 91 0
18 -69 0
-11 82 0
73 -86 0
71 -47 0
-82 77 0
-9 -79 1
80 -13 0
-20 1 0
45 5 1
76 -59 0
-71 7 0
44 76 0
-95 84 1
51 -14 0
-68 -93 0
57 -3 1
-17 -87 1
82 -77 0
-77 47 0
-79 -10 1
-24 33 1
15 -76 0
-52 -60 0
32 60 1
20 -11 1
-1 -54 1
-57 22 1
22 -82 0
-94 -60 1
77 -83 0
56 -25 0
5 -2 1
3 -36 1
44 -36 1
-16 -86 0
76 -48 1
35 56 1
29 -73 1
-7 55 0
-62 -85 1
-74 13 0
-90 -85 0
-83 42 0
78 1 1
3 -54 1
4 11 0
87 59 1
81 73 1
-51 83 0
-64 -22 1
39 69 1
12 -6 1
76 79 1
10 -25 0
-28 53 1
-7 -48 1
5 81 0
71 45 0
-1 100 0
64 -41 0
34 23 1
12 42 1
-74 -87 1
-68 78 0
-23 -29 1
-8 -42 0
-98 47 0
92 -16 0
44 -17 0
25 74 1
-61 32 0
40 -16 1
71 90 0
48 -67 1
-27 72 1
-18 48 0
-92 -17 0
-70 -31 1
-19 -95 1
46 8 1
-77 -11 1
-90 -61 0
34 -96 0
84 -87 1
89 -92 1
-53 38 0
55 -21 1
29 36 1
-59 -79 1
62 53 0
99 23 0
-96 -45 1
75 72 1
-33 -38 1
-19 -22 0
55 6 0
-52 33 0
1 18 0
-3 -69 0
91 -60 0
-18 -4 1
-13 -96 1
18 -97 1
-93 14 0
73 -9 0
95 -58 1
-71 -98 1
91 43 1
93 -97 0
15 19 0
10 -62 1
69 -12 0
-43 -97 1
-91 -11 0
48 -15 0
74 -14 0
-44 95 1
17 -59 1
-93 -40 1
-21 -92 0
-20 -55 0
22 43 1
-52 -99 0
-67 -23 1
-97 -44 0
1 9 0
-77 14 0
-9 65 0
22 1 1
-83 -49 1
-7 10 0
-22 3 0
-94 97 0
96 -94 1
-22 -22 1
-8 15 1
43 26 0
-65 -70 0
-25 -49 0
63 -73 1
24 -86 0
-7 71 1
-7 -40 0
65 -22 0
1 65 0
-96 -47 1
-17 -37 1
49 -56 0
30 66 0
-12 46 1
-95 -35 0
96 -29 0
-37 -48 1
66 -80 1
7 69 1
76 11 1
-11 -3 1
-62 56 0
-95 -8 0
-22 -77 1
-15 92 0
45 -2 0
-48 -55 1
-31 45 1
45 -45 0
94 -81 1
3 66 1
-50 -25 1
-31 84 0
-84 -75 1
29 68 1
70 -82 1
-37 74 1
-18 -42 0
10 -100 0
-12 -43 0
96 67 0
-59 100 0
63 -85 1
-19 9 0
34 -68 0
-16 51 0
56 61 0
53 18 1
38 -89 0
-27 43 1
61 82 0
-42 -68 1
-16 -6 1
-14 -79 1
-74 -10 0
64 50 0
-74 90 1
-47 62 0
88 25 0
5 46 0
35 -88 1
-99 -79 1
-68 -90 0
74 88 1
-70 16 1
53 14 1
-40 -94 0
4 -55 1
-37 -90 0
71 73 0
-21 0 1
-7 84 0
-29 89 0
-79 -56 0
77 -71 0
-30 -100 0
100 69 1
-91 17 1
14 54 0
-50 28 0
29 -34 1
4 17 0
62 -94 1
-61 -98 0
-65 14 0
-89 -38 0
20 17 1
-75 97 0
33 -43 1
93 66 1
-49 -65 0
-60 67 0
95 -28 1
3 33 1
30 -30 0
57 -67 0
-81 51 1
38 -86 0
-14 -50 1
80 14 0
70 34 1
-99 -45 0
61 21 0
70 -94 1
59 68 1
36 39 1
-57 -90 0
34 26 1
-54 -87 0
36 -69 0
71 61 1
94 -16 1
67 17 0
69 72 0
82 -72 0
79 -20 1
96 -10 0
43 88 1
77 -7 0
50 -76 0
-26 11 1
-27 -6 1
27 7 0
-45 59 0
48 19 1
49 -81 0
23 20 1
31 86 1
0 -20 1
22 -11 1
56 92 0
22 27 0
-66 -96 1
97 75 0
59 47 0
16 -15 1
86 -86 1
-78 -6 1
-66 -11 1
-95 88 0
94 -17 1
-5 -68 0
-24 -79 1
20 64 1
-29 -53 1
-38 -96 0
-37 -39 0
-27 -76 1
-98 -70 1
89 -56 1
21 -40 1
-43 -24 1
-78 -45 1
-20 71 1
-30 -31 0
-68 86 0
-93 -7 1
64 -6 0
78 -39 0
-72 -85 1
-51 -40 1
27 44 0
75 51 0
84 -5 1
-21 70 0
49 58 1
31 79 0
45 59 1
59 -99 0
96 50 1
54 -87 0
36 99 0
49 58 0
-5 98 0
-86 -17 0
71 25 1
63 3 1
-55 42 0
72 23 0
-72 -25 1
-10 -97 1
-81 -76 1
26 72 0
-33 93 1
-62 40 1
-36 -37 0
-50 -19 0
100 82 1
71 -88 0
32 3 1
-8 2 0
-89 -11 1
17 -77 1
-46 -57 1
83 -31 1
31 7 0
42 -75 0
-87 60 1
59 36 0
7 63 0
94 85 0
-51 88 0
66 48 0
1 -66 0
-88 -20 0
9 62 0
-89 -76 1
19 36 1
-61 -12 1
-62 59 0
-80 -35 1
-25 80 1
-25 53 0
-13 -32 1
-97 18 1
28 -96 1
-16 -91 0
36 -24 0
100 18 1
-28 97 1
-51 58 0
-86 50 1
23 77 0
-43 62 0
-29 -31 0
-44 -31 0
71 -13 1
-55 49 0
-56 -44 0
11 -6 0
86 -48 0
-47 -68 0
-5 77 1
-67 53 0
62 -29 0
91 -9 1
-15 73 1
-13 -11 0
42 -65 1
47 45 1
-90 94 1
-57 -28 0
-30 45 1
52 72 0
87 -13 0
88 -49 0
-88 -17 1
-89 47 0
-97 -48 0
-4 68 0
88 67 0
11 58 0
-77 -15 1
46 -31 0
67 36 1
64 89 0
52 -38 0
70 73 1
-28 92 0
41 10 0
-93 99 0
53 -84 0
89 -12 0
-38 -12 0
60 54 0
-33 -90 0
82 92 0
-89 -51 0
-45 -74 1
31 -11 0
20 -72 1
-32 6 1
-27 70 1
24 43 0
22 -46 0
27 77 0
-69 -20 1
11 90 1
-45 92 0
4 -62 1
43 -56 1
91 31 0
-70 -52 1
-15 -12 1
-10 -87 0
-83 -50 0
61 58 1
46 8 0
-1 -62 1
-13 32 0
59 66 1
32 58 1
-69 -25 0
86 13 1
100 17 1
-77 -49 0
76 -21 0
46 82 0
-77 26 1
-4 -20 1
-96 -11 1
31 -79 0
6 -66 1
3 58 1
10 36 0
-87 -19 0
30 -16 0
87 -82 1
-75 -8 1
-96 -36 1
-16 -25 0
-94 -10 1
44 19 1
57 -87 0
-17 90 1
-19 21 1
-71 -68 1
-6 -82 1
-17 24 0
-69 -40 1
59 -97 0
86 73 1
-56 -78 1
-30 62 1
28 59 0
-52 27 1
-24 33 0
-44 -68 1
-72 -30 1
29 32 0
-98 20 1
-14 -53 1
-86 -10 0
37 -20 0
10 99 0
-4 -63 0
8 84 0
16 -67 1
78 60 1
-73 -83 0
62 30 1
79 81 1
-18 -9 1
36 14 1
33 88 1
74 2 0
-54 -65 1
2 -43 0
-84 -1 0
-88 -49 1
62 -55 1
-22 84 0
-46 31 1
-6 69 1
4 89 1
8 -10 0
-5 -93 1
46 45 0
37 -52 0
-11 36 1
-1 -82 1
42 71 0
100 -72 1
57 21 0
50 -82 0
56 -79 0
70 93 1
6 -28 0
45 63 1
-5 91 1
8 -81 1
-26 81 0
-56 -21 0
31 92 1
-18 4 0
46 14 0
37 14 0
20 15 0
71 -40 1
-28 -82 0
-90 -62 0
79 55 0
-38 -56 1
55 -99 0
-85 65 0
18 -64 0
-68 15 1
31 99 1
23 -66 0
-53 87 1
40 -8 0
-26 -34 1
-47 77 0
85 -56 0
-67 30 0
81 54 0
-17 34 1
88 21 1
84 -99 0
-90 88 0
91 10 1
0 98 1
-12 -79 0
-42 -93 1
-46 -5 1
2 -1 0
65 9 1
-11 -17 1
-25 55 0
20 -66 0
-58 52 0
-58 91 0
85 56 0
53 -3 1
10 72 0
58 -70 0
49 -92 0
-63 33 1
-15 -28 1
32 -70 0
96 34 1
-14 -71 0
-28 -78 0
83 16 0
-33 85 1
29 53 0
-38 17 0
72 -11 0
-28 76 1
85 -85 1
-12 26 0
21 -4 0
11 -85 1
30 21 0
-57 37 0
-55 -2 1
72 -100 0
25 -60 0
-49 -86 0
-50 -83 1
64 14 1
73 -23 0
96 -92 1
70 -15 0
-12 -93 1
-14 77 0
-49 94 1
89 85 1
-21 50 1
-7 -42 1
-50 37 0
-66 -63 0
-5 -43 0
78 81 0
88 1 0
-96 65 1
95 -67 1
-2 31 1
94 16 0
-54 70 1
73 35 0
-28 -22 0
-48 99 1
43 13 0
-38 -64 0
-30 -4 0
-56 63 1
-86 43 1
86 -13 1
87 3 1
6 -44 1
18 -4 0
6 80 1
48 -4 1
0 64 0
38 -19 1
-25 -72 1
-14 -60 1
-12 89 1
77 74 1
4 -67 0
91 -33 0
-27 -88 1
-24 58 0
97 -71 1
91 0 0
73 22 0
39 5 1
91 -14 0
5 -47 1
-31 -52 0
-51 39 1
-83 -21 0
43 -72 0
8 53 1
-75 44 1
-7 19 0
-37 -7 1
-1 16 0
-48 29 0
-50 9 1
-47 25 1
36 67 1
-83 -3 1
6 -11 1
90 99 1
88 54 0
47 -32 1
-15 23 0
-71 -21 0
-33 56 0
-28 0 1
-82 -28 1
16 -65 0
-65 -69 0
-92 -79 1
-40 50 1
76 96 0
52 86 0
-82 100 0
2 -23 0
-82 -37 1
-11 -29 1
35 -78 0
-38 50 1
-42 30 1
24 -45 1
12 -22 0
58 54 1
26 12 1
59 -78 0
77 33 0
43 5 0
-53 -33 0
96 -76 1
-20 96 1
-48 77 0
-1 36 1
-92 42 0
19 -79 0
-42 -41 0
62 -67 1
-21 -78 1
-61 -41 1
26 -39 0
20 8 0
53 32 0
1 50 0
-46 81 1
48 -92 0
7 19 1
-10 25 1
-36 9 1
82 11 0
84 59 0
83 48 1
38 52 0
-51 88 1
-98 -16 1
85 -86 1
-9 -82 0
36 -84 0
18 42 0
27 30 0
-88 68 0
-27 -49 0
82 -91 0
-39 53 1
34 20 0
54 -4 0
-15 12 0
-15 -92 0
25 -25 1
1 73 0
-49 -77 1
-46 36 1
-93 44 0
15 -42 1
-98 -31 0
52 64 1
25 53 1
-19 -78 1
-54 -35 0
-85 42 0
25 -39 0
-97 -75 0
-65 -1 1
95 29 0
-36 57 0
18 54 0
-4 37 1
-65 -57 0
-75 49 1
-50 2 1
-77 33 0
45 85 1
-89 -39 0
96 41 1
-65 -77 0
33 27 0
-63 74 1
1 16 0
-39 -42 0
-94 94 1
-90 -13 0
-71 20 1
60 19 0
29 -84 0
37 -45 1
-10 5 1
-6 -68 0
-27 83 1
-72 69 1
36 -23 0
-60 -11 1
-28 7 0
100 68 1
63 -45 1
-30 -3 1
-19 -22 0
-30 3 0
-67 19 0
-88 -71 1
-23 -69 0
89 47 0
-13 18 0
-48 -7 0
-90 -47 0
-13 -79 1
-50 42 0
35 -11 1
-12 -25 0
30 71 1
49 -29 1
30 -97 1
57 -58 0
-69 -33 1
-2 -52 1
-71 89 0
-20 74 1
1 -20 0
-2 20 1
-16 -93 1
-12 -95 0
-1 90 1
-72 47 1
90 77 0
66 -33 1
22 -64 0
-96 5 1
-48 87 1
-22 96 0
72 -87 0
25 22 0
91 5 0
36 -38 1
3 -99 0
39 -52 1
39 29 1
-97 93 0
81 59 1
-57 97 1
6 51 0
35 44 0
-11 -4 0
80 -14 1
-65 86 0
30 -1 0
-2 -37 0
-66 -37 0
19 -80 0
49 -23 0
54 -18 1
-30 -93 1
71 -81 0
51 38 1
-22 -36 1
-51 52 1
-55 -85 1
-89 -36 0
99 -48 0
51 19 0
-12 -92 1
44 89 1
71 57 1
13 44 0
9 -87 1
-33 99 0
77 -57 1
59 18 1
51 61 0
39 50 1
-83 -66 0
43 -94 1
-68 -31 0
5 -26 0
-25 19 1
47 27 0
-41 -42 1
-63 -85 0
20 86 1
22 -87 0
34 35 1
95 96 1
-30 -14 0
90 20 1
1 0 1
28 71 0
-5 -4 0
-42 55 0
99 -65 1
53 41 0
-57 54 0
-23 -21 1
-61 -66 0
42 -52 0
-24 -9 1
-42 11 1
0 26 1
35 -4 0
30 100 1
85 -94 0
9 43 0
44 70 1
29 -1 0
-2 96 1
-86 -88 1
-56 91 1
44 68 1
-32 -91 1
-75 -8 1
16 26 0
97 -78 1
-72 1 1
-67 59 0
-9 82 1
-7 -1 0
27 -49 1
64 2 1
-96 91 0
-31 -42 1
-28 66 0
-6 70 0
48 25 1
64 -44 0
49 -73 0
5 40 1
-31 -43 0
-14 -69 0
-87 -8 0
38 45 0
-73 -83 0
55 44 1
1 -74 0
67 -71 1
-41 78 1
-69 -41 1
-83 56 1
-78 -13 0
-77 -66 1
-50 38 0
-72 77 0
9 87 1
11 -37 1
-80 -78 1
76 -35 1
-99 -44 1
41 -8 0
81 -22 1
-92 -56 1
85 3 1
-9 82 0
19 97 0
-4 36 1
99 -24 0
68 -61 0
49 -46 0
84 -69 0
-78 -63 0
-65 100 0
82 -36 1
88 -6 0
-65 -31 0
-54 -92 1
46 34 1
-16 51 1
-67 -95 1
-49 -91 1
-59 -9 0
74 99 1
-47 10 0
24 15 1
-70 8 0
94 34 1
-81 -53 0
-10 62 0
-24 12 1
58 86 0
-17 -20 1
-44 65 1
66 67 1
-67 82 1
43 95 1
-100 -77 0
53 -81 1
-8 66 1
-53 34 0
-86 8 1
-6 92 1
-27 -81 1
-18 -60 1
-35 42 0
57 40 0
64 -18 0
-41 -65 0
29 11 0
3 82 1
55 75 0
53 -31 0
-97 84 0
-34 -54 0
-74 -96 1
48 -90 1
-46 57 0
-78 9 0
84 -76 0
-83 -89 0
-54 -63 0
-54 -27 1
47 -1 0
59 -63 1
71 -58 0
97 -37 1
-32 92 1
55 -18 1
-19 -24 1
-18 21 1
92 -18 0
-95 -70 1
-10 39 1
88 -7 1
71 46 0
7 -8 1
13 -39 1
85 -7 1
-16 54 0
10 -7 1
-98 62 0
1 -14 0
-76 55 1
15 -52 0
20 24 1
-92 -63 1
84 73 1
-95 -57 0
26 -33 1
-34 45 0
-8 -71 1
6 -70 1
-18 99 0
-92 71 1
-23 76 1
59 -74 1
-61 54 1
-6 -57 1
-51 -52 0
-18 0 0
100 -88 1
96 43 0
-5 -21 1
-17 79 1
-60 39 0
-2 45 0
13 -81 1
-25 50 1
-69 -85 1
-65 -99 0
-23 47 1
30 -99 1
-62 84 1
15 95 1
-41 75 0
-49 79 1
18 30 1
61 -46 1
-65 -38 0
55 81 0
-5 42 1
-16 97 0
-21 81 0
-74 -38 1
-77 -36 0
-71 27 1
-58 29 1
-59 -31 0
-74 31 0
85 54 1
83 61 0
40 92 1
25 81 1
95 -98 0
-30 -22 0
39 15 1
5 5 1
-92 17 0
100 -3 1
8 90 0
-80 54 0
-25 -59 0
-72 -43 0
20 -39 1
-84 -92 0
-73 -59 0
1 79 0
-56 11 1
-63 -87 1
-94 45 1
35 76 0
76 10 1
14 -14 0
-11 99 1
87 43 1
-33 -1 0
-82 33 1
70 45 0
25 -86 1
-71 22 0
32 93 1
-10 -100 0
47 92 1
-33 24 1
62 -67 1
56 -10 0
63 47 0
-32 -17 1
58 -68 1
78 24 0
91 -30 0
-44 -88 1
72 35 1
-33 -64 0
90 -90 1
6 -39 0
36 -53 0
87 19 1
-44 49 1
16 29 0
-66 -38 0
-62 -63 1
-93 50 1
-13 -48 0
63 89 1
-97 -28 1
6 -60 0
-33 45 0
23 99 1
-9 -22 1
65 -61 1
77 -53 0
54 46 1
15 64 0
-22 -60 1
63 -17 0
29 19 0
64 -32 0
76 7 0
-85 -43 0
-9 13 1
72 -28 1
22 -29 1
35 -70 0
14 -9 1
59 -15 0
90 -14 1
75 41 0
-91 10 0
-34 -8 0
3 2 1
-66 27 0
91 -21 1
33 18 1
43 71 1
58 21 0
-58 26 1
-75 -2 1
-90 -68 1
99 -71 0
21 48 1
-70 -31 0
60 55 1
88 -78 1
31 -94 1
-31 91 0
94 -50 0
-36 -20 1
64 -26 1
-9 -40 1
-15 12 0
70 26 1
-94 22 0
-62 -79 1
-7 -8 0
-12 -23 1
85 -31 0
1 60 0
-77 -2 0
-53 28 0
-21 -97 1
-93 94 1
-9 11 0
0 -91 0
-3 39 0
47 -52 0
100 73 0
-8 76 1
68 85 1
-40 21 1
40 22 1
83 93 1
16 69 1
-56 20 1
-1 -57 1
97 56 1
-4 73 0
-52 -99 0
68 -82 0
48 27 1
11 -77 1
-100 -45 1
-61 -33 0
60 -4 0
-66 -66 0
32 -87 0
-12 49 0
-92 -90 1
-55 93 0
-65 -11 0
-56 -92 0
-11 97 1
-95 31 0
-38 -77 0
30 -16 0
77 20 1
-26 -76 0
60 63 0
-87 -78 0
-60 73 1
71 -66 0
4 68 1
98 59 0
-20 -2 0
27 41 0
66 -4 1
29 44 1
-94 -40 1
29 -62 0
-50 -21 0
52 81 1
45 -28 0
57 -96 1
58 17 0
50 -90 0
-42 -13 0
14 -81 0
-15 -56 0
44 19 1
29 -6 1
-27 -10 0
-14 89 1
94 30 1
7 -85 1
-46 -28 0
68 51 1
-96 85 0
-49 -95 0
47 -89 0
-87 -52 1
79 46 1
-93 -96 1
9 38 1
-62 -87 0
61 -69 0
6 -78 1
-15 -73 1
-78 43 0
62 -69 1
-63 -18 1
5 95 0
54 -21 1
66 -96 0
24 79 1
84 27 1
-84 85 1
0 36 0
85 45 0
-86 -60 0
-67 -16 0
66 14 1
-66 -76 1
68 -29 0
90 -78 1
63 7 0
62 92 1
17 -79 0
59 19 0
70 -97 1
-27 -68 1
-26 -41 1
73 82 0
-34 -5 1
-79 -30 0
-45 53 1
-48 -80 0
-27 -27 1
-92 -30 0
-45 -1 0
-63 -36 0
-23 -65 1
73 -20 0
30 -79 1
48 -71 1
-2 -84 0
-3 15 0
-89 -100 0
-75 -48 0
38 77 1
2 -69 1
16 -44 1
-86 -21 0
32 -10 0
-57 3 0
42 58 1
-35 -61 0
-72 38 1
44 -66 1
17 56 1
56 -72 1
41 87 1
22 96 0
21 -68 0
-23 -11 1
-95 79 0
80 -5 1
1 40 1
-85 19 1
-55 -32 1
-19 54 0
-93 9 1
-61 40 0
36 -88 0
25 -76 1
23 -2 0
-1 12 1
-1 83 1
-81 88 0
64 46 0
-79 90 1
-10 -93 0
-87 -64 1
-79 -89 1
40 38 0
-5 -51 0
-74 -36 1
29 -53 0
-73 46 1
-75 58 1
99 90 0
77 -50 1
90 63 0
13 -80 1
-70 -6 0
-22 -15 0
65 80 1
3 -49 1
96 11 1
57 32 0
-2 92 0
-33 -64 0
65 -87 0
-66 14 1
-69 20 0
58 78 0
-35 -89 0
-78 89 0
80 -7 1
91 5 0
89 9 1
-7 51 0
-51 41 1
46 -55 1
68 53 0
49 -55 1
-67 34 1
72 -72 1
96 -52 0
90 38 0
89 32 1
54 -57 0
10 -96 1
-51 -30 1
68 63 0
42 -63 1
61 61 0
-41 -43 0
-29 26 0
-62 -8 0
-47 -9 0
47 85 0
63 10 1
80 -58 0
-57 -93 1
49 -42 0
-80 -93 1
27 -15 1
97 -41 0
96 -35 1
-54 6 1
-26 -54 1
-47 -79 0
69 20 0
24 7 1
-48 -35 1
-36 -2 1
34 8 0
-99 17 1
45 27 1
2 -71 0
-15 30 0
-56 -65 0
97 -75 1
9 58 0
-4 79 0
2 -52 0
53 -91 1
-61 -63 1
-19 -4 1
-83 -33 0
-57 -49 0
57 1 0
-71 24 0
73 0 0
8 99 0
-56 3 0
-8 79 1
-92 -2 1
-87 -77 0
71 2 0
-92 -23 0
-44 -58 0
7 -6 0
97 -30 0
-32 -71 1
-17 61 0
49 66 0
-68 16 1
-63 20 0
-51 1 1
-36 -31 1
-52 84 1
15 100 1
0 84 0
-8 -24 0
-30 -61 0
14 22 1
-12 94 0
48 58 1
22 91 1
-4 -61 1
-73 -89 0
39 97 0
69 50 0
62 80 1
67 69 0
-56 -38 0
-68 2 1
2 -90 1
91 33 0
40 -56 0
-21 86 0
-34 82 1
-41 76 0
16 94 1
53 -68 1
100 69 0
37 -47 0
23 -98 0
-46 54 0
38 -94 0
-32 -24 0
-41 -60 1
-31 13 0
-14 -62 0
-61 58 0
59 0 1
3 61 1
-1 -44 1
31 54 0
91 40 1
-93 -2 0
69 -90 1
13 -56 0
-5 59 0
99 42 1
35 66 0
1 -25 0
-63 -74 1
-78 -88 0
51 81 1
49 46 1
99 26 0
-36 -13 0
78 16 0
-99 33 1
-97 25 0
98 1 0
-7 15 1
-7 96 1
-61 67 1
57 -2 1
20 -11 0
-44 88 1
20 -54 1
63 -56 0
32 -90 1
54 -90 0
-33 54 1
73 51 0
-16 21 0
17 -50 1
-96 -33 1
-50 -36 0
-21 -70 1
-19 6 1
-36 2 0
80 19 1
55 13 0
-93 59 0
-91 35 1
83 -35 0
34 -93 0
-32 -89 0
-37 96 1
9 -10 0
82 -69 0
12 28 0
42 14 0
43 -21 0
85 28 1
65 -29 1
32 -99 0
-93 37 1
13 -17 1
-1 63 0
1 64 1
-56 -82 1
-14 91 1
10 -29 0
-20 -55 1
-21 57 0
8 -48 1
-77 74 1
-97 -19 0
32 -93 1
30 -80 1
37 -85 1
67 38 1
9 -67 1
-67 -87 0
-88 30 0
68 -29 1
-100 6 0
-51 12 1
19 2 0
58 26 1
-69 -90 1
28 -52 1
25 28 1
60 -63 1
60 -92 0
-62 81 0
39 -73 0
-97 94 1
15 83 0
-65 -12 1
68 -14 1
34 -11 1
100 -15 0
27 33 1
88 34 0
-95 12 1
-24 -45 0
-66 75 0
33 74 0
-44 78 0
-3 -32 1
44 88 0
-27 -37 0
-15 18 1
-78 56 0
-76 -19 1
53 -36 0
67 62 0
28 -92 0
-79 -100 1
-25 -63 1
-2 35 0
12 68 1
-11 -2 1
-36 -23 0
68 -89 0
51 25 0
35 28 1
-84 -16 1
-82 58 1
-63 -31 1
-62 -97 1
43 -78 0
-79 77 1
-64 33 0
36 -3 0
-51 -47 1
-63 -58 0
-46 -81 0
46 -83 0
-80 -13 1
-3 96 0
18 -100 0
-43 -64 1
-27 92 1
-25 -54 1
93 -22 0
81 14 0
38 100 0
45 88 0
61 -44 0
1 -31 1
0 18 1
-54 81 1
-44 -94 0
58 2 0
-56 -11 0
36 87 0
66 3 0
-31 16 0
80 31 0
22 -29 0
71 45 1
6 32 0
86 -99 1
-80 -75 1
26 -51 1
13 -70 1
58 69 0
24 -33 0
43 66 0
34 -1 1
38 5 0
40 -81 1
12 81 0
34 62 0
28 -68 0
60 -35 1
41 12 0
81 -7 0
89 50 0
-7 56 0
-82 56 1
-55 -81 1
38 0 1
49 70 0
-80 -6 1
-61 72 1
-18 -64 1
10 70 1
-98 -73 1
60 89 0
-90 26 1
-77 -49 1
66 -24 0
-90 48 1
55 -89 0
-24 -30 1
63 52 1
87 82 1
59 -30 1
100 61 1
25 6 0
24 23 0
-47 88 1
-40 62 1
55 -95 1
39 -47 0
-90 -27 1
31 -40 0
-62 -18 0
31 -93 1
-93 -2 0
-13 34 0
86 -66 1
43 -65 0
53 -77 1
6 44 0
-89 18 1
-41 -86 0
-20 74 0
96 -94 1
93 99 0
-53 -15 0
-24 -11 0
92 53 0
4 -43 0
67 39 1
-91 -75 1
86 97 0
-96 79 0
90 -24 1
5 -68 0
54 -51 1
-78 95 0
-50 96 0
-82 -34 1
-95 98 0
-48 -8 0
79 6 1
-8 -29 1
45 -46 0
-13 36 1
44 -70 0
96 97 0
-34 -80 0
-16 -66 0
85 -93 1
-21 93 1
-95 -8 0
-29 -26 0
66 33 0
-69 14 1
84 82 0
-81 39 1
-21 -56 1
45 22 0
-23 74 1
13 89 0
-98 83 0
90 71 1
-83 20 0
-64 -25 1
-15 53 0
-68 87 1
-52 86 0
4 -14 0
-34 -80 0
77 -47 0
88 45 1
56 -35 0
-34 88 0
34 -35 0
40 -74 1
40 42 0
51 47 0
-54 60 0
-70 69 1
-31 17 0
-5 9 1
-43 76 1
-7 57 1
-10 -15 0
28 -81 1
-59 -53 0
15 -57 0
12 95 1
39 81 0
85 81 1
-10 -35 0
70 -3 1
60 41 1
-58 56 1
25 -77 0
99 -80 0
59 33 1
82 41 1
16 82 0
-22 64 1
55 -16 1
68 -90 1
-11 -57 1
62 77 0
26 -28 1
-9 41 0
-93 -5 1
-6 -20 1
10 3 0
46 -25 0
-35 65 1
-42 -43 0
8 -92 1
-83 -90 0
77 -93 0
96 88 0
25 68 0
-14 22 0
12 52 0
-69 23 1
-94 21 0
39 7 1
-86 16 1
-5 31 0
0 -16 0
-99 -45 1
8 10 1
64 100 1
95 -69 0
73 73 1
54 86 1
-5 23 0
0 -32 1
24 74 0
-38 -93 0
11 -1 0
-82 -69 1
24 -28 0
-84 20 1
-10 -43 1
91 -28 1
79 98 1
9 -56 0
0 -36 1
89 -26 0
-20 -92 1
-53 -25 1
64 42 0
59 -45 0
-54 -32 1
64 41 1
-3 -1 1
-97 74 0
67 88 0
-95 51 1
47 50 0
11 -41 0
93 -2 1
-52 -57 1
68 -75 1
16 64 0
-70 -85 0
33 -7 1
58 81 0
19 -38 1
-27 61 1
30 74 1
97 26 0
16 -83 1
66 -8 0
-97 2 1
13 -4 1
92 -94 1
22 55 0
73 -11 0
93 51 0
-100 60 1
72 42 0
-42 20 1
-80 -75 0
-42 59 0
3 76 0
13 -31 1
62 34 0
59 50 0
-99 -96 0
81 59 0
-64 35 1
-13 18 1
-61 7 0
-4 18 0
64 17 1
58 35 0
68 -8 1
87 37 1
7 -25 1
-57 34 1
39 43 1
85 32 0
31 57 1
-2 -8 0
62 0 1
73 99 0
89 41 1
16 -58 1
-60 42 1
43 -80 1
-35 54 1
48 -79 0
-98 -37 1
27 -52 0
-79 -63 0
-47 50 1
16 3 1
-4 -54 1
-75 -73 1
-86 46 1
81 90 0
-73 -50 1
4 84 1
52 7 0
-38 -48 0
-35 -17 1
-24 32 1
-26 -60 1
100 -29 1
-74 0 1
-75 -39 0
18 51 0
27 -42 0
85 6 1
98 18 0
83 98 1
-55 -23 1
-4 -9 1
89 -57 1
96 31 1
2 23 0
69 -92 0
-91 29 0
37 6 0
-28 -17 1
45 18 1
-25 -17 1
-92 -7 1
-53 -19 0
1 -73 1
-67 -69 0
-58 53 0
-64 -44 1
-97 -7 0
49 21 1
-55 -41 0
-37 -23 1
-59 31 1
49 30 1
36 -28 0
24 11 1
26 14 0
-55 15 1
-88 74 0
59 -67 0
48 79 0
-94 59 0
-13 74 0
40 -46 0
23 -78 0
-76 84 1
-24 -99 0
58 -84 0
-29 -45 1
-51 52 0
100 50 1
-15 85 0
71 28 0
41 100 1
-97 -55 1
58 9 0
89 -98 1
-27 89 0
-75 -28 0
-11 70 0
35 -3 0
-94 -20 0
22 -88 1
52 7 0
77 -16 0
87 92 0
28 22 0
39 -74 0
28 -60 1
36 24 0
